COMMAND     PID  USER   FD      TYPE             DEVICE SIZE/OFF    NODE NAME
mixer_app 17887 sedna  DEL       REG               0,21            41471 /run/user/1000/dconf/user
mixer_app 17887 sedna    0u      CHR                1,3      0t0    6447 /dev/null
mixer_app 17887 sedna    1u      CHR                1,3      0t0    6447 /dev/null
mixer_app 17887 sedna    2u      CHR                1,3      0t0    6447 /dev/null
mixer_app 17887 sedna    3u     unix 0x0000000000000000      0t0   41388 socket
mixer_app 17887 sedna    4u     0000                0,9        0    6402 anon_inode
mixer_app 17887 sedna    5u     0000                0,9        0    6402 anon_inode
mixer_app 17887 sedna    6u     unix 0x0000000000000000      0t0   41473 socket
mixer_app 17887 sedna    7u     0000                0,9        0    6402 anon_inode
mixer_app 17887 sedna    8r     FIFO                0,8      0t0   41828 pipe
mixer_app 17887 sedna    9w     FIFO                0,8      0t0   41828 pipe
mixer_app 17887 sedna   10u      CHR              116,6      0t0   15535 /dev/snd/controlC0
mate-powe 17889 sedna  cwd       DIR                8,1     4096  784898 /home/sedna
mate-powe 17889 sedna  rtd       DIR                8,1     4096       2 /
mate-powe 17889 sedna  txt       REG                8,1   185312  917251 /usr/bin/mate-power-manager
mate-powe 17889 sedna  mem       REG                8,1    47712  524682 /lib/x86_64-linux-gnu/libnss_files-2.19.so
mate-powe 17889 sedna  mem       REG                8,1    47760  524692 /lib/x86_64-linux-gnu/libnss_nis-2.19.so
mate-powe 17889 sedna  mem       REG                8,1    97296  524676 /lib/x86_64-linux-gnu/libnsl-2.19.so
mate-powe 17889 sedna  mem       REG                8,1    39824  524678 /lib/x86_64-linux-gnu/libnss_compat-2.19.so
mate-powe 17889 sedna  mem       REG                8,1   200312  139516 /usr/lib/x86_64-linux-gnu/gtk-2.0/2.10.0/engines/libmurrine.so
mate-powe 17889 sedna  mem       REG                8,1    52448  139205 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
mate-powe 17889 sedna  mem       REG                8,1    38920  524669 /lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0
mate-powe 17889 sedna  mem       REG                8,1    96280  524671 /lib/x86_64-linux-gnu/libnih.so.1.0.0
mate-powe 17889 sedna  mem       REG                8,1   108480  524603 /lib/x86_64-linux-gnu/libcgmanager.so.0.0.0
mate-powe 17889 sedna  mem       REG                8,1    67600  524761 /lib/x86_64-linux-gnu/libudev.so.1.3.5
mate-powe 17889 sedna  mem       REG                8,1   237504  139594 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
mate-powe 17889 sedna  mem       REG                8,1   202696  139210 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
mate-powe 17889 sedna  mem       REG                8,1   118392  139209 /usr/lib/x86_64-linux-gnu/gio/modules/libgioremote-volume-monitor.so
mate-powe 17889 sedna  mem       REG                8,1    90080  524625 /lib/x86_64-linux-gnu/libgcc_s.so.1
mate-powe 17889 sedna  mem       REG                8,1   979056  141291 /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.19
mate-powe 17889 sedna  mem       REG                8,1   134456  141117 /usr/lib/x86_64-linux-gnu/libproxy.so.1.0.0
mate-powe 17889 sedna  mem       REG                8,1    73296  139544 /usr/lib/x86_64-linux-gnu/gtk-2.0/modules/liboverlay-scrollbar.so
mate-powe 17889 sedna  mem       REG                8,1  7220720  931370 /usr/lib/locale/locale-archive
mate-powe 17889 sedna  mem       REG                8,1    26512  140183 /usr/lib/x86_64-linux-gnu/libdatrie.so.1.3.1
mate-powe 17889 sedna  mem       REG                8,1   112936  140601 /usr/lib/x86_64-linux-gnu/libgraphite2.so.3.0.1
mate-powe 17889 sedna  mem       REG                8,1   170064  524620 /lib/x86_64-linux-gnu/libexpat.so.1.6.0
mate-powe 17889 sedna  mem       REG                8,1    36936  141325 /usr/lib/x86_64-linux-gnu/libthai.so.0.2.0
mate-powe 17889 sedna  mem       REG                8,1   347024  140738 /usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0
mate-powe 17889 sedna  mem       REG                8,1    34624  141013 /usr/lib/x86_64-linux-gnu/libogg.so.0.8.1
mate-powe 17889 sedna  mem       REG                8,1   182584  141450 /usr/lib/x86_64-linux-gnu/libvorbis.so.0.4.5
mate-powe 17889 sedna  mem       REG                8,1    22616  139887 /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
mate-powe 17889 sedna  mem       REG                8,1    14456  139868 /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
mate-powe 17889 sedna  mem       REG                8,1    18416  524631 /lib/x86_64-linux-gnu/libgpg-error.so.0.10.0
mate-powe 17889 sedna  mem       REG                8,1   252032  524714 /lib/x86_64-linux-gnu/libpcre.so.3.13.1
mate-powe 17889 sedna  mem       REG                8,1    30944  140302 /usr/lib/x86_64-linux-gnu/libffi.so.6.0.1
mate-powe 17889 sedna  mem       REG                8,1   101240  524737 /lib/x86_64-linux-gnu/libresolv-2.19.so
mate-powe 17889 sedna  mem       REG                8,1   134296  524741 /lib/x86_64-linux-gnu/libselinux.so.1
mate-powe 17889 sedna  mem       REG                8,1   100728  524776 /lib/x86_64-linux-gnu/libz.so.1.2.8
mate-powe 17889 sedna  mem       REG                8,1    34912  141608 /usr/lib/x86_64-linux-gnu/libxcb-render.so.0.0.0
mate-powe 17889 sedna  mem       REG                8,1    10336  141616 /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0.0.0
mate-powe 17889 sedna  mem       REG                8,1   153936  524726 /lib/x86_64-linux-gnu/libpng12.so.0.50.0
mate-powe 17889 sedna  mem       REG                8,1   666080  140368 /usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1
mate-powe 17889 sedna  mem       REG                8,1   690968  141081 /usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2
mate-powe 17889 sedna  mem       REG                8,1    10248  139883 /usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0
mate-powe 17889 sedna  mem       REG                8,1    10232  139875 /usr/lib/x86_64-linux-gnu/libXcomposite.so.1.0.0
mate-powe 17889 sedna  mem       REG                8,1    39232  139879 /usr/lib/x86_64-linux-gnu/libXcursor.so.1.0.2
mate-powe 17889 sedna  mem       REG                8,1    63880  139905 /usr/lib/x86_64-linux-gnu/libXi.so.6.1.0
mate-powe 17889 sedna  mem       REG                8,1    10376  139909 /usr/lib/x86_64-linux-gnu/libXinerama.so.1.0.0
mate-powe 17889 sedna  mem       REG                8,1   244704  140333 /usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0
mate-powe 17889 sedna  mem       REG                8,1   315672  141040 /usr/lib/x86_64-linux-gnu/libpango-1.0.so.0.3600.3
mate-powe 17889 sedna  mem       REG                8,1    86056  141048 /usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3
mate-powe 17889 sedna  mem       REG                8,1   134496  140413 /usr/lib/x86_64-linux-gnu/libgdk_pixbuf-2.0.so.0.3000.7
mate-powe 17889 sedna  mem       REG                8,1   138096  139999 /usr/lib/x86_64-linux-gnu/libatk-1.0.so.0.21009.1
mate-powe 17889 sedna  mem       REG                8,1    22584  139895 /usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0
mate-powe 17889 sedna  mem       REG                8,1    52528  141044 /usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3
mate-powe 17889 sedna  mem       REG                8,1    14592  140473 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.4002.0
mate-powe 17889 sedna  mem       REG                8,1    39496  140870 /usr/lib/x86_64-linux-gnu/libltdl.so.7.3.0
mate-powe 17889 sedna  mem       REG                8,1    72048  141311 /usr/lib/x86_64-linux-gnu/libtdb.so.1.2.12
mate-powe 17889 sedna  mem       REG                8,1    31080  141454 /usr/lib/x86_64-linux-gnu/libvorbisfile.so.3.3.4
mate-powe 17889 sedna  mem       REG                8,1    14664  524615 /lib/x86_64-linux-gnu/libdl-2.19.so
mate-powe 17889 sedna  mem       REG                8,1   125392  141636 /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
mate-powe 17889 sedna  mem       REG                8,1    39352  139925 /usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0
mate-powe 17889 sedna  mem       REG                8,1    31792  524739 /lib/x86_64-linux-gnu/librt-2.19.so
mate-powe 17889 sedna  mem       REG                8,1   524704  524627 /lib/x86_64-linux-gnu/libgcrypt.so.11.8.2
mate-powe 17889 sedna  mem       REG                8,1  1840928  524598 /lib/x86_64-linux-gnu/libc-2.19.so
mate-powe 17889 sedna  mem       REG                8,1   141574  524731 /lib/x86_64-linux-gnu/libpthread-2.19.so
mate-powe 17889 sedna  mem       REG                8,1  1071552  524651 /lib/x86_64-linux-gnu/libm-2.19.so
mate-powe 17889 sedna  mem       REG                8,1  1078368  524629 /lib/x86_64-linux-gnu/libglib-2.0.so.0.4002.0
mate-powe 17889 sedna  mem       REG                8,1   330904  140507 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.4002.0
mate-powe 17889 sedna  mem       REG                8,1    68248  141390 /usr/lib/x86_64-linux-gnu/libupower-glib.so.1.0.4
mate-powe 17889 sedna  mem       REG                8,1  1513096  140446 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0
mate-powe 17889 sedna  mem       REG                8,1    31304  140983 /usr/lib/x86_64-linux-gnu/libnotify.so.4.0.0
mate-powe 17889 sedna  mem       REG                8,1  1086808  140081 /usr/lib/x86_64-linux-gnu/libcairo.so.2.11301.0
mate-powe 17889 sedna  mem       REG                8,1   732472  140410 /usr/lib/x86_64-linux-gnu/libgdk-x11-2.0.so.0.2400.27
mate-powe 17889 sedna  mem       REG                8,1  4428264  140710 /usr/lib/x86_64-linux-gnu/libgtk-x11-2.0.so.0.2400.27
mate-powe 17889 sedna  mem       REG                8,1    64256  140095 /usr/lib/x86_64-linux-gnu/libcanberra.so.0.2.5
mate-powe 17889 sedna  mem       REG                8,1  1265072  139862 /usr/lib/x86_64-linux-gnu/libX11.so.6.3.0
mate-powe 17889 sedna  mem       REG                8,1    18832  140091 /usr/lib/x86_64-linux-gnu/libcanberra-gtk.so.0.1.9
mate-powe 17889 sedna  mem       REG                8,1    73288  139891 /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
mate-powe 17889 sedna  mem       REG                8,1    39128  139921 /usr/lib/x86_64-linux-gnu/libXrandr.so.2.2.0
mate-powe 17889 sedna  mem       REG                8,1   281552  524612 /lib/x86_64-linux-gnu/libdbus-1.so.3.7.6
mate-powe 17889 sedna  mem       REG                8,1   160832  140186 /usr/lib/x86_64-linux-gnu/libdbus-glib-1.so.2.2.2
mate-powe 17889 sedna  mem       REG                8,1   151816  140481 /usr/lib/x86_64-linux-gnu/libgnome-keyring.so.0.2.0
mate-powe 17889 sedna  mem       REG                8,1   149120  524572 /lib/x86_64-linux-gnu/ld-2.19.so
mate-powe 17889 sedna  mem       REG                8,1   336528  661829 /usr/share/glib-2.0/schemas/gschemas.compiled
mate-powe 17889 sedna  DEL       REG                8,1           842127 /home/sedna/.config/dconf/user
mate-powe 17889 sedna  DEL       REG               0,21            76711 /run/user/1000/dconf/user
mate-powe 17889 sedna    0r      CHR                1,3      0t0    6447 /dev/null
mate-powe 17889 sedna    1w      CHR                1,3      0t0    6447 /dev/null
mate-powe 17889 sedna    2w      REG                8,1     4429  785346 /home/sedna/.xsession-errors
mate-powe 17889 sedna    3u     unix 0x0000000000000000      0t0   41497 socket
mate-powe 17889 sedna    4u     0000                0,9        0    6402 anon_inode
mate-powe 17889 sedna    5u     0000                0,9        0    6402 anon_inode
mate-powe 17889 sedna    6u     unix 0x0000000000000000      0t0   41529 socket
mate-powe 17889 sedna    7u     unix 0x0000000000000000      0t0   41541 socket
mate-powe 17889 sedna    8u     unix 0x0000000000000000      0t0   41545 socket
mate-powe 17889 sedna    9u     0000                0,9        0    6402 anon_inode
mate-powe 17889 sedna   10u     unix 0x0000000000000000      0t0   41577 socket
mate-powe 17889 sedna   11w     FIFO               0,16      0t0   41581 /run/systemd/inhibit/5.ref
trashappl 17891 sedna  cwd       DIR                8,1     4096       2 /
trashappl 17891 sedna  rtd       DIR                8,1     4096       2 /
trashappl 17891 sedna  txt       REG                8,1    40712  931395 /usr/lib/mate-applets/trashapplet
trashappl 17891 sedna  mem       REG                8,1    23152  139061 /usr/lib/x86_64-linux-gnu/gdk-pixbuf-2.0/2.10.0/loaders/libpixbufloader-png.so
trashappl 17891 sedna  mem       REG                8,1 37506680  939814 /usr/share/icons/hicolor/icon-theme.cache
trashappl 17891 sedna  mem       REG                8,1 23347812  681411 /usr/share/icons/gnome/icon-theme.cache
trashappl 17891 sedna  mem       REG                8,1   200312  139516 /usr/lib/x86_64-linux-gnu/gtk-2.0/2.10.0/engines/libmurrine.so
trashappl 17891 sedna  mem       REG                8,1    52448  139205 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
trashappl 17891 sedna  mem       REG                8,1   281552  524612 /lib/x86_64-linux-gnu/libdbus-1.so.3.7.6
trashappl 17891 sedna  mem       REG                8,1    38920  524669 /lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0
trashappl 17891 sedna  mem       REG                8,1    96280  524671 /lib/x86_64-linux-gnu/libnih.so.1.0.0
trashappl 17891 sedna  mem       REG                8,1   108480  524603 /lib/x86_64-linux-gnu/libcgmanager.so.0.0.0
trashappl 17891 sedna  mem       REG                8,1    67600  524761 /lib/x86_64-linux-gnu/libudev.so.1.3.5
trashappl 17891 sedna  mem       REG                8,1   237504  139594 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
trashappl 17891 sedna  mem       REG                8,1   202696  139210 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
trashappl 17891 sedna  mem       REG                8,1   118392  139209 /usr/lib/x86_64-linux-gnu/gio/modules/libgioremote-volume-monitor.so
trashappl 17891 sedna  mem       REG                8,1    90080  524625 /lib/x86_64-linux-gnu/libgcc_s.so.1
trashappl 17891 sedna  mem       REG                8,1   979056  141291 /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.19
trashappl 17891 sedna  mem       REG                8,1   134456  141117 /usr/lib/x86_64-linux-gnu/libproxy.so.1.0.0
trashappl 17891 sedna  mem       REG                8,1    73296  139544 /usr/lib/x86_64-linux-gnu/gtk-2.0/modules/liboverlay-scrollbar.so
trashappl 17891 sedna  mem       REG                8,1  7220720  931370 /usr/lib/locale/locale-archive
trashappl 17891 sedna  mem       REG                8,1    26512  140183 /usr/lib/x86_64-linux-gnu/libdatrie.so.1.3.1
trashappl 17891 sedna  mem       REG                8,1   112936  140601 /usr/lib/x86_64-linux-gnu/libgraphite2.so.3.0.1
trashappl 17891 sedna  mem       REG                8,1    22616  139887 /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
trashappl 17891 sedna  mem       REG                8,1    14456  139868 /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
trashappl 17891 sedna  mem       REG                8,1   170064  524620 /lib/x86_64-linux-gnu/libexpat.so.1.6.0
trashappl 17891 sedna  mem       REG                8,1    36936  141325 /usr/lib/x86_64-linux-gnu/libthai.so.0.2.0
trashappl 17891 sedna  mem       REG                8,1   347024  140738 /usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0
trashappl 17891 sedna  mem       REG                8,1    31792  524739 /lib/x86_64-linux-gnu/librt-2.19.so
trashappl 17891 sedna  mem       REG                8,1    34912  141608 /usr/lib/x86_64-linux-gnu/libxcb-render.so.0.0.0
trashappl 17891 sedna  mem       REG                8,1    10336  141616 /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0.0.0
trashappl 17891 sedna  mem       REG                8,1   153936  524726 /lib/x86_64-linux-gnu/libpng12.so.0.50.0
trashappl 17891 sedna  mem       REG                8,1   666080  140368 /usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1
trashappl 17891 sedna  mem       REG                8,1   690968  141081 /usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2
trashappl 17891 sedna  mem       REG                8,1    14664  524615 /lib/x86_64-linux-gnu/libdl-2.19.so
trashappl 17891 sedna  mem       REG                8,1   125392  141636 /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
trashappl 17891 sedna  mem       REG                8,1   252032  524714 /lib/x86_64-linux-gnu/libpcre.so.3.13.1
trashappl 17891 sedna  mem       REG                8,1    30944  140302 /usr/lib/x86_64-linux-gnu/libffi.so.6.0.1
trashappl 17891 sedna  mem       REG                8,1   101240  524737 /lib/x86_64-linux-gnu/libresolv-2.19.so
trashappl 17891 sedna  mem       REG                8,1   134296  524741 /lib/x86_64-linux-gnu/libselinux.so.1
trashappl 17891 sedna  mem       REG                8,1   100728  524776 /lib/x86_64-linux-gnu/libz.so.1.2.8
trashappl 17891 sedna  mem       REG                8,1    73288  139891 /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
trashappl 17891 sedna  mem       REG                8,1    10248  139883 /usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0
trashappl 17891 sedna  mem       REG                8,1    10232  139875 /usr/lib/x86_64-linux-gnu/libXcomposite.so.1.0.0
trashappl 17891 sedna  mem       REG                8,1    39232  139879 /usr/lib/x86_64-linux-gnu/libXcursor.so.1.0.2
trashappl 17891 sedna  mem       REG                8,1    39128  139921 /usr/lib/x86_64-linux-gnu/libXrandr.so.2.2.0
trashappl 17891 sedna  mem       REG                8,1    63880  139905 /usr/lib/x86_64-linux-gnu/libXi.so.6.1.0
trashappl 17891 sedna  mem       REG                8,1    10376  139909 /usr/lib/x86_64-linux-gnu/libXinerama.so.1.0.0
trashappl 17891 sedna  mem       REG                8,1    39352  139925 /usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0
trashappl 17891 sedna  mem       REG                8,1   141574  524731 /lib/x86_64-linux-gnu/libpthread-2.19.so
trashappl 17891 sedna  mem       REG                8,1  1071552  524651 /lib/x86_64-linux-gnu/libm-2.19.so
trashappl 17891 sedna  mem       REG                8,1   244704  140333 /usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0
trashappl 17891 sedna  mem       REG                8,1   315672  141040 /usr/lib/x86_64-linux-gnu/libpango-1.0.so.0.3600.3
trashappl 17891 sedna  mem       REG                8,1    86056  141048 /usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3
trashappl 17891 sedna  mem       REG                8,1   134496  140413 /usr/lib/x86_64-linux-gnu/libgdk_pixbuf-2.0.so.0.3000.7
trashappl 17891 sedna  mem       REG                8,1    22584  139895 /usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0
trashappl 17891 sedna  mem       REG                8,1    52528  141044 /usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3
trashappl 17891 sedna  mem       REG                8,1    14592  140473 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.4002.0
trashappl 17891 sedna  mem       REG                8,1  1086808  140081 /usr/lib/x86_64-linux-gnu/libcairo.so.2.11301.0
trashappl 17891 sedna  mem       REG                8,1  1840928  524598 /lib/x86_64-linux-gnu/libc-2.19.so
trashappl 17891 sedna  mem       REG                8,1  1265072  139862 /usr/lib/x86_64-linux-gnu/libX11.so.6.3.0
trashappl 17891 sedna  mem       REG                8,1  1078368  524629 /lib/x86_64-linux-gnu/libglib-2.0.so.0.4002.0
trashappl 17891 sedna  mem       REG                8,1   330904  140507 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.4002.0
trashappl 17891 sedna  mem       REG                8,1  1513096  140446 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0
trashappl 17891 sedna  mem       REG                8,1   138096  139999 /usr/lib/x86_64-linux-gnu/libatk-1.0.so.0.21009.1
trashappl 17891 sedna  mem       REG                8,1   732472  140410 /usr/lib/x86_64-linux-gnu/libgdk-x11-2.0.so.0.2400.27
trashappl 17891 sedna  mem       REG                8,1  4428264  140710 /usr/lib/x86_64-linux-gnu/libgtk-x11-2.0.so.0.2400.27
trashappl 17891 sedna  mem       REG                8,1    57016  140886 /usr/lib/x86_64-linux-gnu/libmate-panel-applet-4.so.1.0.1
trashappl 17891 sedna  mem       REG                8,1   149120  524572 /lib/x86_64-linux-gnu/ld-2.19.so
trashappl 17891 sedna  mem       REG                8,1   258772  660057 /usr/share/fonts/truetype/ubuntu-font-family/Ubuntu-M.ttf
trashappl 17891 sedna  mem       REG                8,1     1648  697827 /var/cache/fontconfig/c05880de57d1f5e948fdfacc138775d9-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    41920  697826 /var/cache/fontconfig/945677eb7aeaf62f1d50efc3fb3ec7d8-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     7992  697825 /var/cache/fontconfig/99e8ed0e538f840c565b6ed5dad60d56-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    33168  697824 /var/cache/fontconfig/a6d8cf8e4ec09cdbc8633c31745a07dd-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    20896  697823 /var/cache/fontconfig/2cd17615ca594fa2959ae173292e504c-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     3456  697822 /var/cache/fontconfig/e7071f4a29fa870f4323321c154eba04-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     3464  697821 /var/cache/fontconfig/0d8c3b2ac0904cb8a57a757ad11a4a08-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    26872  697820 /var/cache/fontconfig/a755afe4a08bf5b97852ceb7400b47bc-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    45136  697819 /var/cache/fontconfig/6d41288fd70b0be22e8c3a91e032eec0-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    79928  697818 /var/cache/fontconfig/04aabc0a78ac019cf9454389977116d2-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     3072  697817 /var/cache/fontconfig/1ac9eb803944fde146138c791f5cc56a-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    12416  697816 /var/cache/fontconfig/385c0604a188198f04d133e54aba7fe7-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     7472  697814 /var/cache/fontconfig/767a8244fc0220cfb567a839d0392e0b-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    17400  697812 /var/cache/fontconfig/8801497958630a81b71ace7c5f9b32a8-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    25344  697810 /var/cache/fontconfig/3047814df9a2f067bd2d96a2b9c36e5a-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    21880  697807 /var/cache/fontconfig/b47c4e1ecd0709278f4910c18777a504-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    76976  697806 /var/cache/fontconfig/d52a8644073d54c13679302ca1180695-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    32928  697805 /var/cache/fontconfig/3f7329c5293ffd510edef78f73874cfd-le64.cache-4
trashappl 17891 sedna  DEL       REG                0,4          2326535 /SYSV00000000
trashappl 17891 sedna  mem       REG                8,1   131868  156865 /usr/share/mime/mime.cache
trashappl 17891 sedna  mem       REG                8,1   117288  946718 /usr/share/icons/mate/icon-theme.cache
trashappl 17891 sedna  mem       REG                8,1   336528  661829 /usr/share/glib-2.0/schemas/gschemas.compiled
trashappl 17891 sedna  mem       REG                8,1     1656  697815 /var/cache/fontconfig/dc05db6664285cc2f12bf69c139ae4c3-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     2408  697813 /var/cache/fontconfig/4794a0821666d79190d59a36cb4f44b5-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     1840  697809 /var/cache/fontconfig/56cf4f4769d0f4abc89a4895d7bd3ae1-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     3232  697808 /var/cache/fontconfig/b9d506c9ac06c20b433354fa67a72993-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    45056  697804 /var/cache/fontconfig/d589a48862398ed80a3d6066f4f56f4c-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     2456  697803 /var/cache/fontconfig/0c9eb80ebd1c36541ebe2852d3bb0c49-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    10904  697794 /var/cache/fontconfig/e13b20fdb08344e0e664864cc2ede53d-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1    13504  697790 /var/cache/fontconfig/7ef2298fde41cc6eeb7af42e48b7d293-le64.cache-4
trashappl 17891 sedna  mem       REG                8,1     1000  785697 /home/sedna/.local/share/mime/mime.cache
trashappl 17891 sedna  DEL       REG                8,1           785762 /home/sedna/.config/dconf/user
trashappl 17891 sedna  DEL       REG               0,21            41471 /run/user/1000/dconf/user
trashappl 17891 sedna    0u      CHR                1,3      0t0    6447 /dev/null
trashappl 17891 sedna    1u      CHR                1,3      0t0    6447 /dev/null
trashappl 17891 sedna    2u      CHR                1,3      0t0    6447 /dev/null
trashappl 17891 sedna    3u     unix 0x0000000000000000      0t0   41274 socket
trashappl 17891 sedna    4u     0000                0,9        0    6402 anon_inode
trashappl 17891 sedna    5u     0000                0,9        0    6402 anon_inode
trashappl 17891 sedna    6u     unix 0x0000000000000000      0t0   41436 socket
trashappl 17891 sedna    7u     0000                0,9        0    6402 anon_inode
trashappl 17891 sedna    8u     unix 0x0000000000000000      0t0   41738 socket
trashappl 17891 sedna    9u     unix 0x0000000000000000      0t0   41767 socket
applet.py 17892 sedna  cwd       DIR                8,1     4096  784898 /home/sedna
applet.py 17892 sedna  rtd       DIR                8,1     4096       2 /
applet.py 17892 sedna  txt       REG                8,1  3345416  917907 /usr/bin/python2.7
applet.py 17892 sedna  mem       REG                8,1    80888  141842 /usr/lib/x86_64-linux-gnu/pkcs11/gnome-keyring-pkcs11.so
applet.py 17892 sedna  mem       REG                8,1   228976  141843 /usr/lib/x86_64-linux-gnu/pkcs11/p11-kit-trust.so
applet.py 17892 sedna  mem       REG                8,1    47712  524682 /lib/x86_64-linux-gnu/libnss_files-2.19.so
applet.py 17892 sedna  mem       REG                8,1    47760  524692 /lib/x86_64-linux-gnu/libnss_nis-2.19.so
applet.py 17892 sedna  mem       REG                8,1    97296  524676 /lib/x86_64-linux-gnu/libnsl-2.19.so
applet.py 17892 sedna  mem       REG                8,1    39824  524678 /lib/x86_64-linux-gnu/libnss_compat-2.19.so
applet.py 17892 sedna  mem       REG                8,1   134496  140413 /usr/lib/x86_64-linux-gnu/libgdk_pixbuf-2.0.so.0.3000.7
applet.py 17892 sedna  mem       REG                8,1    31304  140983 /usr/lib/x86_64-linux-gnu/libnotify.so.4.0.0
applet.py 17892 sedna  mem       REG                8,1   320220  928473 /usr/lib/girepository-1.0/Gio-2.0.typelib
applet.py 17892 sedna  mem       REG                8,1    54064  935022 /usr/lib/python2.7/lib-dynload/_json.x86_64-linux-gnu.so
applet.py 17892 sedna  mem       REG                8,1    18936  524771 /lib/x86_64-linux-gnu/libuuid.so.1.3.0
applet.py 17892 sedna  mem       REG                8,1   136232  935015 /usr/lib/python2.7/lib-dynload/_ctypes.x86_64-linux-gnu.so
applet.py 17892 sedna  mem       REG                8,1   387256  524747 /lib/x86_64-linux-gnu/libssl.so.1.0.0
applet.py 17892 sedna  mem       REG                8,1    38480  935027 /usr/lib/python2.7/lib-dynload/_ssl.x86_64-linux-gnu.so
applet.py 17892 sedna  mem       REG                8,1  1930528  524610 /lib/x86_64-linux-gnu/libcrypto.so.1.0.0
applet.py 17892 sedna  mem       REG                8,1    20664  935020 /usr/lib/python2.7/lib-dynload/_hashlib.x86_64-linux-gnu.so
applet.py 17892 sedna  mem       REG                8,1   109232  935033 /usr/lib/python2.7/lib-dynload/datetime.x86_64-linux-gnu.so
applet.py 17892 sedna  mem       REG                8,1   208352  930899 /usr/lib/libgirepository-1.0.so.1.0.0
